id,title,year,budget,revenue
86,Rihie Rih,1994,4000000.0,3810000.0
862,Let's Kill Ward's Wife,2014,500000.0,0
864,Without Men,2011,470000.0,0
867,The Names of Love,2010,250000.0,610000.0
868,Treading Water,2013,0,0
871,State Fair,1945,0,401800.0
874,Saving Private Perez,2011,0,933000.0
875,Character,1997,450000.0,713413
877,Sympathy for Lady Vengeance,2005,450000.0,2380000.0
878,Mozart's Sister,2010,450000.0,839654
880,Exiled,2006,0,0
882,Lilya 4-ever,2002,322530,184023
883,Fugly,2014,10000000.0,41800000.0
884,R.L. Stine's Monsterville: The Cabinet of Souls,2015,0,0
886,Anne of Green Gables,1985,350000.0,0
889,Easy Money,2010,3000000.0,5910000.0
894,Survival of the Dead,2010,0,0
895,Hansel and Gretel Get Baked,2013,450000.0,0
897,What the #$*! Do We (K)now!?,2004,0,0
901,The Orphanage,2007,400000.0,7859999.999999999
911,Zipper,2015,0,0
918,An Everlasting Piece,2000,1400000.0,75228
922,Futuro Beach,2014,400000.0,0
924,The Geographer Drank His Globe Away,2013,0,0
925,1776,1972,600000.0,280000.0
927,Purple Violets,2007,400000.0,0
928,The Veil,2016,400000.0,0
930,The Helpers,2012,400000.0,0
931,How to Fall in Love,2012,0,0
932,The Perfect Wave,2014,0,0
934,The House of Sand,2005,340000.0,0
936,Chain of Command,2015,0,0
938,Train,2008,0,0
940,Sharknado,2013,200000.0,0
941,The Other Conquest,1999,0,0
943,D.E.B.S.,2004,350000.0,97446
945,The Betrayed,2008,0,0
947,The Secret,2016,0,6420000.0
948,2:13,2009,0,0
949,"Batman: The Dark Knight Returns, Part 2",2013,0,0
951,In the Name of the King III,2013,350000.0,0
952,Wicked Blood,2014,0,0
954,Lords of London,2014,0,0
955,August,2011,0,0
956,To Write Love on Her Arms,2015,0,0
961,The Class,2008,0,2870000.0
967,Waking Ned,1998,300000.0,5530000.0
990,Creature,1998,0,0
991,Brave New Girl,2004,0,0
992,Tim and Eric's Billion Dollar Movie,2012,300000.0,201436
993,Summer Storm,2004,270000.0,208500.0
999,The Deported,2010,0,0
